name,_id,run_start_time,run_end_time,status,status_message,btap_standard_envelope.ext_roof_cond,btap_standard_envelope.ext_wall_cond,btap_standard_envelope.fixed_window_cond,btap_standard_systems.daylighting_type,btap_standard_systems.dcv_type,btap_standard_systems.ecm_system_type,btap_standard_systems.lights_type,btap_results.baseline_capital_cost_difference_per_m_2,btap_results.baseline_cost_utility_neb_difference_per_m_2_per_year,btap_results.baseline_energy_percent_change,btap_results.baseline_payback_yrs,btap_results.bldg_conditioned_floor_area_m_sq,btap_results.bldg_exterior_area_m_sq,btap_results.bldg_fdwr,btap_results.bldg_name,btap_results.bldg_nominal_floor_to_ceiling_height,btap_results.bldg_nominal_floor_to_floor_height,btap_results.bldg_srr,btap_results.bldg_standards_building_type,btap_results.bldg_standards_number_of_above_ground_stories,btap_results.bldg_standards_number_of_stories,btap_results.bldg_standards_template,btap_results.bldg_surface_to_volume_ratio,btap_results.bldg_volume_m_cu,btap_results.cost_equipment_envelope_total_cost_per_m_sq,btap_results.cost_equipment_heating_and_cooling_total_cost_per_m_sq,btap_results.cost_equipment_lighting_total_cost_per_m_sq,btap_results.cost_equipment_shw_total_cost_per_m_sq,btap_results.cost_equipment_total_cost_per_m_sq,btap_results.cost_equipment_ventilation_total_cost_per_m_sq,btap_results.cost_rs_means_city,btap_results.cost_rs_means_prov,btap_results.cost_utility_neb_electricity_cost_per_m_sq,btap_results.cost_utility_neb_natural_gas_cost_per_m_sq,btap_results.cost_utility_neb_oil_cost_per_m_sq,btap_results.cost_utility_neb_total_cost_per_m_sq,btap_results.energy_eui_additional_fuel_gj_per_m_sq,btap_results.energy_eui_cooling_gj_per_m_sq,btap_results.energy_eui_district_cooling_gj_per_m_sq,btap_results.energy_eui_district_heating_gj_per_m_sq,btap_results.energy_eui_electricity_gj_per_m_sq,btap_results.energy_eui_fans_gj_per_m_sq,btap_results.energy_eui_heating_gj_per_m_sq,btap_results.energy_eui_interior_equipment_gj_per_m_sq,btap_results.energy_eui_interior_lighting_gj_per_m_sq,btap_results.energy_eui_natural_gas_gj_per_m_sq,btap_results.energy_eui_total_gj_per_m_sq,btap_results.energy_eui_water_systems_gj_per_m_sq,btap_results.energy_peak_electric_w_per_m_sq,btap_results.energy_peak_natural_gas_w_per_m_sq,btap_results.energy_principal_heating_source,btap_results.envelope_ground_floors_average_conductance_w_per_m_sq_k,btap_results.envelope_ground_roofs_average_conductance_w_per_m_sq_k,btap_results.envelope_ground_walls_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_doors_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_floors_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_overhead_doors_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_roofs_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_walls_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_windows_average_conductance_w_per_m_sq_k,btap_results.envelope_skylights_average_conductance_w_per_m_sq_k,btap_results.location_cdd,btap_results.location_city,btap_results.location_country,btap_results.location_hdd,btap_results.location_latitude,btap_results.location_longitude,btap_results.location_state_province_region,btap_results.location_weather_file,btap_results.location_zone,btap_results.shw_additional_fuel_per_year,btap_results.shw_electricity_per_day,btap_results.shw_electricity_per_day_per_occupant,btap_results.shw_electricity_per_year,btap_results.shw_natural_gas_per_year,btap_results.shw_total_nominal_occupancy,btap_results.shw_water_m_cu_per_day,btap_results.shw_water_m_cu_per_day_per_occupant,btap_results.shw_water_m_cu_per_year,btap_results.simulation_btap_data_version,btap_results.simulation_date,btap_results.simulation_os_standards_revision,btap_results.simulation_os_standards_version,openstudio_results.electricity_ip,openstudio_results.eui,openstudio_results.natural_gas_ip
API Generated 2020-11-15 18:30:02 +0000,43b9841f-ee6b-492f-9adb-222670f88e1c,2020-11-15T18:43:33.600Z,2020-11-15T18:45:04.134Z,completed,completed normal,0.121,0.183,2.4,NECB_Default,NECB_Default,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.6964746850301,70.85384224117693,66.36634321934423,24.633422020502387,652.716057594491,248.16597542843726,CALGARY,ALBERTA,6.1487236872994755,0.35158071836606936,0.0,6.500304405665545,0.0,0.026664840754362627,0.0,0.0,0.31401126848736205,0.060822443070662806,0.06070506299397449,0.09994913530010173,0.12569449878707253,0.11917990453087096,0.433191173018233,0.05847484153689647,33.33243994052742,53.648661867125746,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:44:45 +0000,92d95f99,0.2.11,44588.44837212222,38.144688524897276,57.737399361311546
API Generated 2020-11-15 18:30:20 +0000,4405e205-8a87-4190-a7d9-438d3c90a46f,2020-11-15T18:41:00.400Z,2020-11-15T18:42:06.025Z,completed,completed normal,0.183,0.183,2.4,NECB_Default,No_DCV,HS08_VRFZonal,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,237.22247437201656,0.0,66.36634321934423,24.633422020502387,328.2222396118632,0.0,CALGARY,ALBERTA,6.252913373503404,0.172558494404883,0.0,6.4254718679082865,0.0,0.019837232960325534,0.0,0.0,0.31937162532279517,0.00980123640347445,0.06408952187182095,0.09994913530010173,0.12569449878707253,0.058494404883011185,0.37786603020580634,0.058494404883011185,56.950935127944284,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.9,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:41:52 +0000,92d95f99,0.2.11,45345.793291450005,33.27302799342415,28.343125082658904
API Generated 2020-11-15 18:18:37 +0000,440bb6ed-b794-4c08-bbe9-3480cdabde33,2020-11-15T18:25:24.783Z,2020-11-15T18:29:03.868Z,completed,completed normal,0.227,0.247,1.6,add_daylighting_controls,CO2_based_DCV,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,241.1919359887315,73.09149776977853,66.36634321934423,24.633422020502387,650.3409695594333,245.05779012442287,CALGARY,ALBERTA,5.910083339854448,0.33738359809061746,0.0,6.247466937945065,0.0,0.028621175365834573,0.0,0.0,0.30184286720400655,0.05943344549651772,0.0558924798497535,0.09994913530010173,0.1128022536974724,0.11436732138664997,0.4162101885906565,0.05847484153689647,31.655411221535328,59.57445809531262,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:28:47 +0000,92d95f99,0.2.11,42857.10456021389,36.649426381573846,55.412634416442415
API Generated 2020-11-15 18:30:03 +0000,4443150b-62f1-4766-b937-40ab8c050c88,2020-11-15T18:38:14.327Z,2020-11-15T18:40:02.592Z,completed,completed normal,0.121,0.21,1.6,add_daylighting_controls,Occupancy_based_DCV,HS08_VRFZonal,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,245.3624305501213,0.0,66.36634321934423,24.633422020502387,336.36219578996787,0.0,CALGARY,ALBERTA,5.614368495187415,0.17261620627592145,0.0,5.786984701463337,0.0,0.02065889349714375,0.0,0.0,0.28673996400344315,0.009312152750606463,0.04401752875811878,0.09994913530010173,0.1128022536974724,0.058513968229125905,0.34525393223256906,0.058513968229125905,51.88950622114406,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.91,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:39:43 +0000,92d95f99,0.2.11,40715.048006227786,30.401366711258053,28.3473428688443
API Generated 2020-11-15 18:27:52 +0000,444e0531-1476-4e7e-a283-167e6837b76b,2020-11-15T18:37:18.201Z,2020-11-15T18:48:56.977Z,completed,completed normal,0.121,0.183,2.4,add_daylighting_controls,Occupancy_based_DCV,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.6964746850301,70.85384224117693,66.36634321934423,24.633422020502387,645.8893888410673,241.3393066750137,CALGARY,ALBERTA,5.787124188121136,0.3517538539791846,0.0,6.138878042100321,0.0,0.02498239298849675,0.0,0.0,0.29556303310118165,0.05692933719383363,0.060763753032318644,0.09994913530010173,0.1128022536974724,0.11923859456921512,0.41480162767039674,0.05847484153689647,31.24166601455513,51.91313874325064,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:48:38 +0000,92d95f99,0.2.11,41965.78640826389,36.52539542037651,57.77186543971839
API Generated 2020-11-15 18:31:28 +0000,445222b4-60ec-415d-9c81-b9f79f37c3d7,2020-11-15T18:45:09.870Z,2020-11-15T18:46:28.139Z,completed,completed normal,0.121,0.21,1.6,add_daylighting_controls,Occupancy_based_DCV,HS08_VRFZonal,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,245.3624305501213,0.0,66.36634321934423,24.633422020502387,336.36219578996787,0.0,CALGARY,ALBERTA,5.614368495187415,0.17261620627592145,0.0,5.786984701463337,0.0,0.02065889349714375,0.0,0.0,0.28673996400344315,0.009312152750606463,0.04401752875811878,0.09994913530010173,0.1128022536974724,0.058513968229125905,0.34525393223256906,0.058513968229125905,51.88950622114406,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.91,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:46:14 +0000,92d95f99,0.2.11,40715.048006227786,30.401366711258053,28.3473428688443
API Generated 2020-11-15 18:26:35 +0000,445ba297-0b5b-4df9-9d1e-432cda0322fb,2020-11-15T18:38:19.306Z,2020-11-15T18:48:08.212Z,completed,completed normal,0.142,0.278,2.4,NECB_Default,No_DCV,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.5458956099851,13.591458643086312,66.36634321934423,24.633422020502387,347.13709992957195,0.0,CALGARY,ALBERTA,7.025142812426637,0.1725007825338446,0.0,7.197643594960481,0.0,0.02566711010251193,0.0,0.0,0.35879176774395494,0.06125283668518663,0.04622818686908208,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.4172666092808514,0.05847484153689647,56.10636591282573,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:47:56 +0000,92d95f99,0.2.11,50945.136497075,36.742449602471844,28.331684930016724
API Generated 2020-11-15 18:30:26 +0000,44892d59-c825-4dd1-943e-e6dd2fd291e9,2020-11-15T18:44:54.145Z,2020-11-15T18:46:10.572Z,completed,completed normal,-1.0,0.314,1.6,add_daylighting_controls,NECB_Default,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,243.2639486657798,13.591458643086312,66.36634321934423,24.633422020502387,347.8551529853666,0.0,CALGARY,ALBERTA,6.608767117927849,0.1725007825338446,0.0,6.781267900461693,0.0,0.024747632835120117,0.0,0.0,0.33752641051725485,0.058279208075749274,0.04174818060881133,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.3960012520541513,0.05847484153689647,52.820388919320756,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:45:58 +0000,92d95f99,0.2.11,47923.83812567223,34.86992661883984,28.3316091046471
API Generated 2020-11-15 18:30:14 +0000,44a63607-7c25-4063-8c74-cc49feeae9d4,2020-11-15T18:40:45.333Z,2020-11-15T18:42:20.364Z,completed,completed normal,-1.0,0.278,2.2,NECB_Default,No_DCV,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,240.59241724704592,13.597092886767353,66.36634321934423,24.633422020502387,345.1892558103138,0.0,CALGARY,ALBERTA,7.034336020032865,0.1725007825338446,0.0,7.206836802566709,0.0,0.025510603333594176,0.0,0.0,0.3592417247045935,0.061663666953595736,0.04642382033022928,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.41771656624148995,0.05847484153689647,56.2320604116128,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:42:01 +0000,92d95f99,0.2.11,51009.73508866667,36.783793256204284,28.33109728340213
API Generated 2020-11-15 18:18:39 +0000,458cc0eb-fa88-4ced-bb0a-3688f6949ace,2020-11-15T18:36:41.097Z,2020-11-15T18:38:14.235Z,completed,completed normal,0.121,0.21,1.6,NECB_Default,NECB_Default,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,245.3624305501213,68.59067610924171,66.36634321934423,24.633422020502387,653.6305657719696,248.67769387276,CALGARY,ALBERTA,6.196221926598324,0.31199037483371156,0.0,6.508212301432035,0.0,0.02854292198137569,0.0,0.0,0.316456686751702,0.06160497691525158,0.047265044213162216,0.09994913530010173,0.12569449878707253,0.10573988575005867,0.4221965725017607,0.05847484153689647,33.376535722670006,51.287209484310196,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:37:56 +0000,92d95f99,0.2.11,44933.74898189445,37.17828061890137,51.235795327946114
API Generated 2020-11-15 18:27:37 +0000,4712d6a6-5da0-400f-bc7b-40595b4cad34,2020-11-15T18:36:10.825Z,2020-11-15T18:37:42.785Z,completed,completed normal,-1.0,0.278,2.2,NECB_Default,No_DCV,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,240.59241724704592,13.597092886767353,66.36634321934423,24.633422020502387,345.1892558103138,0.0,CALGARY,ALBERTA,7.034336020032865,0.1725007825338446,0.0,7.206836802566709,0.0,0.025510603333594176,0.0,0.0,0.3592417247045935,0.061663666953595736,0.04642382033022928,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.41771656624148995,0.05847484153689647,56.2320604116128,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:37:25 +0000,92d95f99,0.2.11,51009.73508866667,36.783793256204284,28.33109728340213
API Generated 2020-11-15 18:31:16 +0000,472d3dfa-5659-4413-8472-248ef0d56b8b,2020-11-15T18:44:46.663Z,2020-11-15T18:46:22.475Z,completed,completed normal,0.121,-1.0,2.4,add_daylighting_controls,Occupancy_based_DCV,HS08_VRFZonal,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.63549573519052,0.0,66.36634321934423,24.633422020502387,333.63526097503717,0.0,CALGARY,ALBERTA,5.793636043508881,0.17261620627592145,0.0,5.9662522497848025,0.0,0.01881993896236012,0.0,0.0,0.29591517333124656,0.009546912903983096,0.05479693246732921,0.09994913530010173,0.1128022536974724,0.058513968229125905,0.3544291415603725,0.058513968229125905,54.42880898348854,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.91,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:46:03 +0000,92d95f99,0.2.11,42013.13482570834,31.205845306801887,28.344906978845096
API Generated 2020-11-15 18:30:18 +0000,478928fd-351d-4e29-98ad-5cdee082b51f,2020-11-15T18:39:43.892Z,2020-11-15T18:41:18.219Z,completed,completed normal,0.162,0.183,2.4,add_daylighting_controls,NECB_Default,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,241.26150324751544,13.591458643086312,66.36634321934423,24.633422020502387,345.85272713044833,0.0,CALGARY,ALBERTA,6.657414508177478,0.1725007825338446,0.0,6.829915290711322,0.0,0.0239259722983019,0.0,0.0,0.34001095547382426,0.05755536426950466,0.04577822990844353,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.39848579701072073,0.05847484153689647,53.68892323342985,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:41:00 +0000,92d95f99,0.2.11,48277.86808724167,35.08870345317403,28.33104041437491
API Generated 2020-11-15 18:30:14 +0000,48550690-9f62-43ca-9859-2439586ec433,2020-11-15T18:39:13.840Z,2020-11-15T18:41:03.606Z,completed,completed normal,0.121,0.21,1.6,add_daylighting_controls,Occupancy_based_DCV,HS08_VRFZonal,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,245.3624305501213,0.0,66.36634321934423,24.633422020502387,336.36219578996787,0.0,CALGARY,ALBERTA,5.614368495187415,0.17261620627592145,0.0,5.786984701463337,0.0,0.02065889349714375,0.0,0.0,0.28673996400344315,0.009312152750606463,0.04401752875811878,0.09994913530010173,0.1128022536974724,0.058513968229125905,0.34525393223256906,0.058513968229125905,51.88950622114406,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.91,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:40:41 +0000,92d95f99,0.2.11,40715.048006227786,30.401366711258053,28.3473428688443
API Generated 2020-11-15 18:18:37 +0000,487b4d46-9426-4167-8273-bf16ad55f642,2020-11-15T18:25:10.456Z,2020-11-15T18:26:15.932Z,completed,completed normal,-1.0,0.21,1.6,NECB_Default,Occupancy_based_DCV,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,243.9274591126066,70.96130370138509,66.36634321934423,24.633422020502387,655.8211518898191,249.93262383598088,CALGARY,ALBERTA,6.2142252914938565,0.32699546130370133,0.0,6.541220752797558,0.0,0.028621175365834573,0.0,0.0,0.3173566006729791,0.06230925737538148,0.05237107754910399,0.09994913530010173,0.12569449878707253,0.11084591908600046,0.42820251975897955,0.05847484153689647,33.575886219579,51.1380976602238,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:26:00 +0000,92d95f99,0.2.11,45063.140632202776,37.7071348562289,53.70266252797804
API Generated 2020-11-15 18:30:20 +0000,491f314f-d145-4380-a229-25bcfdd0d750,2020-11-15T18:40:59.779Z,2020-11-15T18:42:53.563Z,completed,completed normal,0.138,0.314,2.2,add_daylighting_controls,Occupancy_based_DCV,HS08_VRFZonal,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,243.2989083652868,0.0,66.36634321934423,24.633422020502387,334.2986540417873,0.0,CALGARY,ALBERTA,5.906635887002111,0.172558494404883,0.0,6.079194381406994,0.0,0.018311291963377413,0.0,0.0,0.3016667970889741,0.009703419672900853,0.06090069645512168,0.09994913530010173,0.1128022536974724,0.058494404883011185,0.36016120197198526,0.058494404883011185,55.020971907034976,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.9,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:42:32 +0000,92d95f99,0.2.11,42833.13161902501,31.714027717263196,28.34352316584944
API Generated 2020-11-15 18:30:14 +0000,4929b021-042d-4155-aee0-23c5888a0e2f,2020-11-15T18:39:01.917Z,2020-11-15T18:40:38.751Z,completed,completed normal,0.121,0.21,1.6,NECB_Default,NECB_Default,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,245.3624305501213,68.59067610924171,66.36634321934423,24.633422020502387,653.6305657719696,248.67769387276,CALGARY,ALBERTA,6.196221926598324,0.31199037483371156,0.0,6.508212301432035,0.0,0.02854292198137569,0.0,0.0,0.316456686751702,0.06160497691525158,0.047265044213162216,0.09994913530010173,0.12569449878707253,0.10573988575005867,0.4221965725017607,0.05847484153689647,33.376535722670006,51.287209484310196,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:40:19 +0000,92d95f99,0.2.11,44933.74898189445,37.17828061890137,51.235795327946114
API Generated 2020-11-15 18:26:33 +0000,49588622-9177-46df-9bf2-48e21069d75e,2020-11-15T18:42:53.699Z,2020-11-15T18:48:49.407Z,completed,completed normal,0.227,0.314,2.2,NECB_Default,Occupancy_based_DCV,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,237.8597894983958,14.563717818295641,66.36634321934423,24.633422020502387,343.42327255653805,0.0,CALGARY,ALBERTA,7.260335707019328,0.1725007825338446,0.0,7.432836489553172,0.0,0.02541278660302058,0.0,0.0,0.3708036622583926,0.06340480475780577,0.05634243681039205,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.4292785037952891,0.05847484153689647,58.5987557711871,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:48:37 +0000,92d95f99,0.2.11,52650.67541359445,37.80015807712691,28.32966607955046
API Generated 2020-11-15 18:30:17 +0000,49ac2f70-5d1b-445a-a3b9-f9109b21bcd1,{},{},na,"",0.138,0.21,1.6,NECB_Default,NECB_Default,HS08_VRFZonal,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Generated 2020-11-15 18:31:16 +0000,49b4691a-5bf3-4817-a23b-920ca6c92852,2020-11-15T18:44:40.248Z,2020-11-15T18:46:04.191Z,completed,completed normal,-1.0,0.278,2.2,add_daylighting_controls,Occupancy_based_DCV,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,240.59241724704592,73.19895922998668,66.36634321934423,24.633422020502387,647.9504264809453,243.15930432741214,CALGARY,ALBERTA,5.801680100164332,0.39157504499569606,0.0,6.193255145160029,0.0,0.024434619297284608,0.0,0.0,0.29630644025354097,0.05796619453791376,0.07426246185147507,0.09994913530010173,0.1128022536974724,0.13273730338837153,0.4290437436419125,0.05847484153689647,31.475526254010486,56.05522732608185,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:45:52 +0000,92d95f99,0.2.11,42071.40854628611,37.779486250260675,64.3138632335887
API Generated 2020-11-15 18:30:45 +0000,4a48f29a-a0ed-4f53-a126-c8a9e8027726,2020-11-15T18:43:09.263Z,2020-11-15T18:44:06.127Z,completed,completed normal,0.142,-1.0,2.4,NECB_Default,Occupancy_based_DCV,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,243.15402222396116,71.17620705845528,66.36634321934423,24.633422020502387,654.2071171453165,248.87714218639954,CALGARY,ALBERTA,6.160598247124187,0.3618534314109086,0.0,6.522451678535096,0.0,0.026762657484936222,0.0,0.0,0.31461773221691836,0.061213709992957194,0.06418733860239456,0.09994913530010173,0.12569449878707253,0.12266218013929102,0.4372799123562094,0.05847484153689647,33.43804288285468,54.5974254636513,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:43:54 +0000,92d95f99,0.2.11,44674.027573583335,38.50644549505617,59.42781430746924
