name,_id,run_start_time,run_end_time,status,status_message,btap_standard_envelope.ext_roof_cond,btap_standard_envelope.ext_wall_cond,btap_standard_envelope.fixed_window_cond,btap_standard_systems.daylighting_type,btap_standard_systems.dcv_type,btap_standard_systems.ecm_system_type,btap_standard_systems.lights_type,btap_results.baseline_capital_cost_difference_per_m_2,btap_results.baseline_cost_utility_neb_difference_per_m_2_per_year,btap_results.baseline_energy_percent_change,btap_results.baseline_payback_yrs,btap_results.bldg_conditioned_floor_area_m_sq,btap_results.bldg_exterior_area_m_sq,btap_results.bldg_fdwr,btap_results.bldg_name,btap_results.bldg_nominal_floor_to_ceiling_height,btap_results.bldg_nominal_floor_to_floor_height,btap_results.bldg_srr,btap_results.bldg_standards_building_type,btap_results.bldg_standards_number_of_above_ground_stories,btap_results.bldg_standards_number_of_stories,btap_results.bldg_standards_template,btap_results.bldg_surface_to_volume_ratio,btap_results.bldg_volume_m_cu,btap_results.cost_equipment_envelope_total_cost_per_m_sq,btap_results.cost_equipment_heating_and_cooling_total_cost_per_m_sq,btap_results.cost_equipment_lighting_total_cost_per_m_sq,btap_results.cost_equipment_shw_total_cost_per_m_sq,btap_results.cost_equipment_total_cost_per_m_sq,btap_results.cost_equipment_ventilation_total_cost_per_m_sq,btap_results.cost_rs_means_city,btap_results.cost_rs_means_prov,btap_results.cost_utility_neb_electricity_cost_per_m_sq,btap_results.cost_utility_neb_natural_gas_cost_per_m_sq,btap_results.cost_utility_neb_oil_cost_per_m_sq,btap_results.cost_utility_neb_total_cost_per_m_sq,btap_results.energy_eui_additional_fuel_gj_per_m_sq,btap_results.energy_eui_cooling_gj_per_m_sq,btap_results.energy_eui_district_cooling_gj_per_m_sq,btap_results.energy_eui_district_heating_gj_per_m_sq,btap_results.energy_eui_electricity_gj_per_m_sq,btap_results.energy_eui_fans_gj_per_m_sq,btap_results.energy_eui_heating_gj_per_m_sq,btap_results.energy_eui_interior_equipment_gj_per_m_sq,btap_results.energy_eui_interior_lighting_gj_per_m_sq,btap_results.energy_eui_natural_gas_gj_per_m_sq,btap_results.energy_eui_total_gj_per_m_sq,btap_results.energy_eui_water_systems_gj_per_m_sq,btap_results.energy_peak_electric_w_per_m_sq,btap_results.energy_peak_natural_gas_w_per_m_sq,btap_results.energy_principal_heating_source,btap_results.envelope_ground_floors_average_conductance_w_per_m_sq_k,btap_results.envelope_ground_roofs_average_conductance_w_per_m_sq_k,btap_results.envelope_ground_walls_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_doors_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_floors_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_overhead_doors_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_roofs_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_walls_average_conductance_w_per_m_sq_k,btap_results.envelope_outdoor_windows_average_conductance_w_per_m_sq_k,btap_results.envelope_skylights_average_conductance_w_per_m_sq_k,btap_results.location_cdd,btap_results.location_city,btap_results.location_country,btap_results.location_hdd,btap_results.location_latitude,btap_results.location_longitude,btap_results.location_state_province_region,btap_results.location_weather_file,btap_results.location_zone,btap_results.shw_additional_fuel_per_year,btap_results.shw_electricity_per_day,btap_results.shw_electricity_per_day_per_occupant,btap_results.shw_electricity_per_year,btap_results.shw_natural_gas_per_year,btap_results.shw_total_nominal_occupancy,btap_results.shw_water_m_cu_per_day,btap_results.shw_water_m_cu_per_day_per_occupant,btap_results.shw_water_m_cu_per_year,btap_results.simulation_btap_data_version,btap_results.simulation_date,btap_results.simulation_os_standards_revision,btap_results.simulation_os_standards_version,openstudio_results.electricity_ip,openstudio_results.eui,openstudio_results.natural_gas_ip
API Generated 2020-11-15 18:30:02 +0000,07af5b94-fce6-4f90-8ea1-12dcec7cc3ce,2020-11-15T18:38:14.166Z,2020-11-15T18:47:07.681Z,completed,completed normal,0.162,0.21,2.2,add_daylighting_controls,CO2_based_DCV,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,241.20052429767586,71.28364895531732,66.36634321934423,24.633422020502387,646.2415877611706,242.75764926833085,CALGARY,ALBERTA,5.8641173018233035,0.32693774943266296,0.0,6.191055051255966,0.0,0.02799514829016355,0.0,0.0,0.29951482901635496,0.057790124422881284,0.05235151420298928,0.09994913530010173,0.1128022536974724,0.11082635573988575,0.4103411847562407,0.05847484153689647,31.344667031849124,55.51465294623992,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:46:52 +0000,92d95f99,0.2.11,42524.691579452774,36.13090805767942,53.6963708661352
API Generated 2020-11-15 18:31:10 +0000,08034ebd-337c-41ec-8d33-a3c654d04a74,2020-11-15T18:44:15.195Z,2020-11-15T18:45:51.367Z,completed,completed normal,0.121,-1.0,2.2,NECB_Default,Occupancy_based_DCV,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.63549573519052,70.85384224117693,66.36634321934423,24.633422020502387,652.7989279286329,248.30982471241882,CALGARY,ALBERTA,6.16634400187808,0.33680647938023317,0.0,6.503150481258314,0.0,0.027447374598951402,0.0,0.0,0.31495030910086863,0.060998513185695276,0.0556968463886063,0.09994913530010173,0.12569449878707253,0.11417168792550277,0.4291219970263714,0.05847484153689647,33.334591908600046,51.50849049221379,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:45:32 +0000,92d95f99,0.2.11,44716.8594654139,37.78465420697724,55.31397406159815
API Generated 2020-11-15 18:31:35 +0000,08587fde-0a1e-40ac-9be6-08c53d4fa478,{},{},na,"",0.183,0.183,2.4,add_daylighting_controls,NECB_Default,HS09_CCASHPSys,NECB_Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Generated 2020-11-15 18:18:38 +0000,0859ded8-8af5-4299-ab87-b4d11c62f54b,2020-11-15T18:28:55.678Z,2020-11-15T18:38:18.464Z,completed,completed normal,0.227,0.314,2.2,NECB_Default,Occupancy_based_DCV,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,237.8597894983958,14.563717818295641,66.36634321934423,24.633422020502387,343.42327255653805,0.0,CALGARY,ALBERTA,7.260335707019328,0.1725007825338446,0.0,7.432836489553172,0.0,0.02541278660302058,0.0,0.0,0.3708036622583926,0.06340480475780577,0.05634243681039205,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.4292785037952891,0.05847484153689647,58.5987557711871,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:37:58 +0000,92d95f99,0.2.11,52650.67541359445,37.80015807712691,28.32966607955046
API Generated 2020-11-15 18:18:39 +0000,0869d8aa-81ba-481c-9026-7b5d410b0b1c,2020-11-15T18:31:22.877Z,2020-11-15T18:33:14.457Z,completed,datapoint failure,0.227,0.21,2.4,NECB_Default,NECB_Default,HS09_CCASHPSys,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Generated 2020-11-15 18:30:37 +0000,08cf7c78-20f7-49a2-acf1-c4fe5516a966,2020-11-15T18:42:16.636Z,2020-11-15T18:43:57.731Z,completed,completed normal,-1.0,-1.0,2.2,add_daylighting_controls,CO2_based_DCV,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,241.20052429767586,13.591458643086312,66.36634321934423,24.633422020502387,345.7917481806088,0.0,CALGARY,ALBERTA,6.534838406761091,0.1725007825338446,0.0,6.7073391892949354,0.0,0.02746693794506612,0.0,0.0,0.333750684717114,0.05771187103842241,0.03582048673605133,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.39222552625401047,0.05847484153689647,63.37540104859535,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:43:39 +0000,92d95f99,0.2.11,47388.43750693056,34.53745473674144,28.3288888695118
API Generated 2020-11-15 18:31:30 +0000,09070b83-2130-4a68-b4e9-c064cdd62f75,2020-11-15T18:45:09.908Z,2020-11-15T18:46:22.934Z,completed,completed normal,0.138,-1.0,1.6,add_daylighting_controls,No_DCV,NECB_Default,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,246.68935362704434,68.80557946631193,66.36634321934423,24.633422020502387,648.8775921433602,242.38289381015727,CALGARY,ALBERTA,5.825429219813756,0.3320741059550825,0.0,6.157503325768839,0.0,0.02607794037092104,0.0,0.0,0.2975389310587683,0.05796619453791376,0.05409265200719931,0.09994913530010173,0.1128022536974724,0.11256749354409577,0.41010642460286406,0.05847484153689647,31.370803662258393,52.21142108146177,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:46:11 +0000,92d95f99,0.2.11,42244.93502234166,36.11195888305206,54.54078248405821
API Generated 2020-11-15 18:18:39 +0000,09b5664d-232c-4ff6-91aa-f32f952e52f8,2020-11-15T18:29:56.737Z,2020-11-15T18:33:26.390Z,completed,datapoint failure,0.121,-1.0,2.4,NECB_Default,NECB_Default,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.63549573519052,12.986853431410907,66.36634321934423,24.633422020502387,346.622114406448,0.0,CALGARY,ALBERTA,6.887244698333203,0.1725007825338446,0.0,7.059745480867047,0.0,0.026293137178182956,0.0,0.0,0.3517293997965412,0.060763753032318644,0.03902887549886532,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.4102042413334377,0.05847484153689647,49.865854135691364,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:31:00 +0000,92d95f99,0.2.11,49943.567325841665,36.122294796485164,28.330670765697988
API Generated 2020-11-15 18:18:38 +0000,0a9d51fd-d967-46ad-9e3b-7e4076a0f376,2020-11-15T18:27:59.177Z,2020-11-15T18:29:04.756Z,completed,completed normal,0.193,-1.0,2.2,add_daylighting_controls,No_DCV,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,237.67215744580952,13.921942249002269,66.36634321934423,24.633422020502387,342.5938649346584,0.0,CALGARY,ALBERTA,6.737088974098128,0.1725007825338446,0.0,6.909589756631973,0.0,0.0239259722983019,0.0,0.0,0.34406056811957114,0.05820095469129039,0.04918225213240472,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.4025354096564676,0.05847484153689647,56.41176930902261,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:28:49 +0000,92d95f99,0.2.11,48855.38982883056,35.44701511885523,28.33159014830469
API Generated 2020-11-15 18:30:20 +0000,0b916582-12e3-495a-9255-b9404ad85c53,2020-11-15T18:40:25.275Z,2020-11-15T18:41:32.314Z,completed,completed normal,0.183,0.183,2.2,NECB_Default,CO2_based_DCV,HS08_VRFZonal,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,237.22247437201656,0.0,66.36634321934423,24.633422020502387,328.2222396118632,0.0,CALGARY,ALBERTA,5.960262931371781,0.172558494404883,0.0,6.132821425776664,0.0,0.02138273730338837,0.0,0.0,0.3044056655450348,0.009722983019015571,0.047656311135456604,0.09994913530010173,0.12569449878707253,0.058494404883011185,0.36290007042804595,0.058494404883011185,46.34591908600047,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.9,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:41:18 +0000,92d95f99,0.2.11,43222.747958338885,31.956921682941307,28.344025508923206
API Generated 2020-11-15 18:26:35 +0000,0b9defaf-880c-434c-9428-a06e8b5bf26b,2020-11-15T18:34:25.282Z,{},started,"",-1.0,0.247,2.2,add_daylighting_controls,CO2_based_DCV,NECB_Default,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Generated 2020-11-15 18:30:44 +0000,0ba293f9-63f1-4cd8-8de2-bdafa5db9207,2020-11-15T18:43:04.877Z,2020-11-15T18:44:37.809Z,completed,completed normal,0.142,0.278,2.4,NECB_Default,No_DCV,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.5458956099851,13.591458643086312,66.36634321934423,24.633422020502387,347.13709992957195,0.0,CALGARY,ALBERTA,7.025142812426637,0.1725007825338446,0.0,7.197643594960481,0.0,0.02566711010251193,0.0,0.0,0.35879176774395494,0.06125283668518663,0.04622818686908208,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.4172666092808514,0.05847484153689647,56.10636591282573,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:44:19 +0000,92d95f99,0.2.11,50945.136497075,36.742449602471844,28.331684930016724
API Generated 2020-11-15 18:18:39 +0000,0c3c300b-2e7e-4cf8-b228-07f270c1a710,2020-11-15T18:31:38.426Z,2020-11-15T18:33:15.000Z,completed,datapoint failure,-1.0,0.314,2.2,add_daylighting_controls,NECB_Default,HS09_CCASHPSys,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Generated 2020-11-15 18:27:52 +0000,0d65d8b6-e3b7-4421-a945-edc434b14ed2,2020-11-15T18:37:18.181Z,2020-11-15T18:49:04.180Z,completed,completed normal,0.162,0.314,2.2,add_daylighting_controls,No_DCV,HS08_VRFZonal,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,240.53701385084904,0.0,66.36634321934423,24.633422020502387,331.53677909069563,0.0,CALGARY,ALBERTA,6.036489944440096,0.172558494404883,0.0,6.209048438844979,0.0,0.017998278425541903,0.0,0.0,0.30829877142186396,0.009820799749589168,0.06772830424915877,0.09994913530010173,0.1128022536974724,0.058494404883011185,0.3667931763048751,0.058494404883011185,56.504049612645744,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.9,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:48:49 +0000,92d95f99,0.2.11,43775.548328105564,32.299729478472834,28.34394968355358
API Generated 2020-11-15 18:30:17 +0000,0e757939-3704-4257-a022-001a2b6de785,2020-11-15T18:39:19.334Z,2020-11-15T18:40:16.772Z,completed,completed normal,0.183,0.314,2.4,add_daylighting_controls,NECB_Default,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,236.49798497535016,73.4138625870569,66.36634321934423,24.633422020502387,646.9787542061193,246.06716096721183,CALGARY,ALBERTA,5.801297049847405,0.43901420298927923,0.0,6.240311252836684,0.0,0.023358635260975036,0.0,0.0,0.2962868769074262,0.0588074184208467,0.09034353235777447,0.09994913530010173,0.1128022536974724,0.14881837389467092,0.4451052508020972,0.05847484153689647,31.740903044056655,61.11008294858752,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:40:04 +0000,92d95f99,0.2.11,42069.86513288889,39.19378373835808,72.10261153451843
API Generated 2020-11-15 18:30:36 +0000,0e992c89-430c-4ae2-9311-0620745b1527,2020-11-15T18:42:10.024Z,2020-11-15T18:43:09.194Z,completed,completed normal,0.138,0.183,2.4,NECB_Default,NECB_Default,HS09_CCASHPSys,NECB_Default,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,244.0233977619532,13.291043900148681,66.36634321934423,24.633422020502387,348.3142069019485,0.0,CALGARY,ALBERTA,6.913292119884184,0.1725007825338446,0.0,7.085792902418028,0.0,0.026351827216527113,0.0,0.0,0.3530792706784568,0.06107676657015415,0.040007042804601295,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.41155411221535326,0.05847484153689647,50.149894357930975,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:42:57 +0000,92d95f99,0.2.11,50132.28608055,36.23943514872709,28.33086032912205
API Generated 2020-11-15 18:30:20 +0000,0ef1fd47-20af-4724-9310-7dd3b7bf00d0,2020-11-15T18:40:23.792Z,2020-11-15T18:41:56.325Z,completed,completed normal,0.142,0.278,2.4,NECB_Default,No_DCV,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,242.5458956099851,13.591458643086312,66.36634321934423,24.633422020502387,347.13709992957195,0.0,CALGARY,ALBERTA,7.025142812426637,0.1725007825338446,0.0,7.197643594960481,0.0,0.02566711010251193,0.0,0.0,0.35879176774395494,0.06125283668518663,0.04622818686908208,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.4172666092808514,0.05847484153689647,56.10636591282573,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:41:38 +0000,92d95f99,0.2.11,50945.136497075,36.742449602471844,28.331684930016724
API Generated 2020-11-15 18:30:44 +0000,0ef6888c-b1dc-464f-af74-a63dcf52908a,2020-11-15T18:43:09.694Z,2020-11-15T18:44:08.814Z,completed,completed normal,-1.0,0.314,2.2,add_daylighting_controls,NECB_Default,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,240.53701385084904,13.915545034822754,66.36634321934423,24.633422020502387,345.4523045621723,0.0,CALGARY,ALBERTA,6.757007590578292,0.1725007825338446,0.0,6.929508373112136,0.0,0.023515142029892792,0.0,0.0,0.34507786211753655,0.0581031379607168,0.050708193129352847,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.403552703654433,0.05847484153689647,56.70930824008138,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:43:56 +0000,92d95f99,0.2.11,48998.844436002786,35.53659303527552,28.33109728340213
API Generated 2020-11-15 18:18:37 +0000,0f11a034-c476-42f3-8b04-821cc1a79ff8,2020-11-15T18:38:14.982Z,2020-11-15T18:39:49.045Z,completed,completed normal,-1.0,0.314,1.6,add_daylighting_controls,Occupancy_based_DCV,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,243.2639486657798,13.591458643086312,66.36634321934423,24.633422020502387,347.8551529853666,0.0,CALGARY,ALBERTA,6.585784098912278,0.1725007825338446,0.0,6.758284881446122,0.0,0.025197589795758667,0.0,0.0,0.3363526097503717,0.058298771421863994,0.0401048595351749,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.39482745128726815,0.05847484153689647,51.44042961108068,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:39:28 +0000,92d95f99,0.2.11,47757.67893538612,34.766567484508734,28.331476410250257
API Generated 2020-11-15 18:30:26 +0000,0fc7c625-55b4-4fd9-978f-66f3f841206c,2020-11-15T18:43:51.842Z,2020-11-15T18:45:23.527Z,completed,completed normal,0.227,0.278,2.4,NECB_Default,Occupancy_based_DCV,NECB_Default,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,237.91519289459268,74.65288754988653,66.36634321934423,24.633422020502387,663.0250019563346,259.4571562720087,CALGARY,ALBERTA,6.193157524062915,0.4334161514985523,0.0,6.626573675561468,0.0,0.02580405352531497,0.0,0.0,0.3162806166366695,0.06340480475780577,0.08844588778464668,0.09994913530010173,0.12569449878707253,0.14692072932154313,0.4632013459582126,0.05847484153689647,34.030655763361764,59.960149463964314,Natural Gas,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:45:06 +0000,92d95f99,0.2.11,44911.95744866111,40.78895971153492,71.18089057608283
API Generated 2020-11-15 18:18:37 +0000,0ffc4f8e-333e-4c54-a3c9-cea56ee23c5a,2020-11-15T18:24:12.686Z,2020-11-15T18:29:06.721Z,completed,completed normal,0.162,0.278,2.2,NECB_Default,NECB_Default,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,240.59241724704592,13.597092886767353,66.36634321934423,24.633422020502387,345.1892558103138,0.0,CALGARY,ALBERTA,7.034336020032865,0.1725007825338446,0.0,7.206836802566709,0.0,0.025510603333594176,0.0,0.0,0.3592417247045935,0.061663666953595736,0.04642382033022928,0.09994913530010173,0.12569449878707253,0.05847484153689647,0.41771656624148995,0.05847484153689647,56.2320604116128,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:28:49 +0000,92d95f99,0.2.11,51009.73508866667,36.783793256204284,28.33109728340213
API Generated 2020-11-15 18:30:02 +0000,101300ef-7031-4426-bf3c-cc8e91caa558,2020-11-15T18:38:14.282Z,2020-11-15T18:47:28.743Z,completed,completed normal,0.162,0.183,2.4,add_daylighting_controls,Occupancy_based_DCV,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,241.26150324751544,13.591458643086312,66.36634321934423,24.633422020502387,345.85272713044833,0.0,CALGARY,ALBERTA,6.632516237577274,0.1725007825338446,0.0,6.805017020111118,0.0,0.02433680256671101,0.0,0.0,0.3387393379763674,0.05755536426950466,0.044095782142577665,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.3972141795132639,0.05847484153689647,52.311800610376395,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:47:12 +0000,92d95f99,0.2.11,48097.13396433611,34.976731057648664,28.33106884888852
API Generated 2020-11-15 18:30:17 +0000,10779b3f-baba-41fa-98a6-01fa94e6ff35,2020-11-15T18:39:17.614Z,2020-11-15T18:40:54.111Z,completed,completed normal,0.121,0.247,1.6,add_daylighting_controls,NECB_Default,HS09_CCASHPSys,LED,"","","","",511.16,937.0966811798496,21.2,SmallOffice,"","",0.0,SmallOffice,1.0,1.0,NECB2011,0.39750538089578474,2357.444015142857,245.30411221535329,12.31939118866891,66.36634321934423,24.633422020502387,348.6232686438688,0.0,CALGARY,ALBERTA,6.431797871507942,0.1725007825338446,0.0,6.604298654041786,0.0,0.025999686986462163,0.0,0.0,0.3284881446122545,0.05757492761561937,0.032162141012598795,0.09994913530010173,0.1128022536974724,0.05847484153689647,0.386962986149151,0.05847484153689647,47.78059707332341,6.104253071445339,Electricity,,,,,,,,,,,,Calgary Intl AP,CAN,,51.114,-114.02,AB,CAN_AB_Calgary.Intl.AP.718770_CWEC2016.epw,,0.0,0.0,0.0,0.0,29.89,25.583583583583586,0.3021340629274966,0.011809684985701898,110.43,0.1,2020-11-15 18:40:34 +0000,92d95f99,0.2.11,46641.28001864722,34.07406128449028,28.333154046553208
